"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
"MR-REL-NO-USEFUL-BOUNDARY-001-08","TR-REL-NO-USEFUL-BOUNDARY-001","control","gated_candidate_pool_count","0","suggestions","observed","No","","Accepted control observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","No accepted resource shared the isolated fixture academic relation group."
"MR-REL-NO-USEFUL-BOUNDARY-001-09","TR-REL-NO-USEFUL-BOUNDARY-001","control","displayed_suggestion_count","0","suggestions","passed","Yes","Yes","Accepted criterion met",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/displayed-suggestions.csv","Project team","The presentation boundary displayed no weak cross-group suggestion."
"MR-REL-NO-USEFUL-BOUNDARY-001-10","TR-REL-NO-USEFUL-BOUNDARY-001","control","safe_no_result_returned","Yes","boolean","passed","Yes","Yes","Accepted criterion met",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","The configured safe no-result message was returned."
"MR-REL-NO-USEFUL-BOUNDARY-001-11","TR-REL-NO-USEFUL-BOUNDARY-001","control","forced_weak_suggestions","0","suggestions","passed","Yes","Yes","Accepted criterion met",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/raw-semantic-rankings.csv","Project team","All five raw cross-group neighbors were blocked from display."
"MR-REL-NO-USEFUL-BOUNDARY-001-12","TR-REL-NO-USEFUL-BOUNDARY-001","control","cosine_threshold_selected","No","boolean","passed","Yes","Yes","Accepted safety boundary preserved",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-plan.json","Project team","No score cutoff was invented or tuned from the boundary result."
"MR-REL-NO-USEFUL-BOUNDARY-001-13","TR-REL-NO-USEFUL-BOUNDARY-001","execution","new_embedding_requests","3","requests","observed","No","","Accepted execution observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","Only the three frozen boundary chunks were embedded."
"MR-REL-NO-USEFUL-BOUNDARY-001-14","TR-REL-NO-USEFUL-BOUNDARY-001","execution","model_or_provider_requests","3","requests","observed","No","","Accepted execution observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","All requests used the installed local all-minilm model."
"MR-REL-NO-USEFUL-BOUNDARY-001-15","TR-REL-NO-USEFUL-BOUNDARY-001","execution","accepted_vectors_reused","102","vectors","observed","No","","Accepted execution observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","The existing accepted corpus vectors were reused without modification."
"MR-REL-NO-USEFUL-BOUNDARY-001-16","TR-REL-NO-USEFUL-BOUNDARY-001","execution","existing_corpus_reembedded","No","boolean","passed","Yes","Yes","Accepted boundary preserved",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","No accepted resource was re-embedded."
"MR-REL-NO-USEFUL-BOUNDARY-001-17","TR-REL-NO-USEFUL-BOUNDARY-001","performance","ranking_latency_ms","2.423","milliseconds","observed","No","","Accepted scoped observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","Measured native ranking time for the single boundary case."
"MR-REL-NO-USEFUL-BOUNDARY-001-18","TR-REL-NO-USEFUL-BOUNDARY-001","evidence","plan_and_fixture_hashes_frozen","Yes","boolean","passed","Yes","Yes","Accepted evidence guard passed",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","Plan and fixture hashes matched the pre-embedding frozen inputs."
"MR-REL-NO-USEFUL-BOUNDARY-001-19","TR-REL-NO-USEFUL-BOUNDARY-001","evidence","accepted_source_hashes_unchanged","Yes","boolean","passed","Yes","Yes","Accepted evidence guard passed",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","Fixture register and accepted-vector hashes matched the prior accepted evidence."
"MR-REL-NO-USEFUL-BOUNDARY-001-20","TR-REL-NO-USEFUL-BOUNDARY-001","quality","safe_no_result_single_control_case_percent","100","percent","passed","Yes","Yes","Accepted criterion met for bounded scope",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","The one intentionally isolated control case returned no displayed suggestion and a safe unavailable outcome."
MR-FOLLOWUP-NL-LLAMA32-001-01,TR-FOLLOWUP-NL-LLAMA32-001,scope,evaluated_followup_turns,10,turns,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Ten accepted Q-FOLLOW cases were evaluated."
MR-FOLLOWUP-NL-LLAMA32-001-02,TR-FOLLOWUP-NL-LLAMA32-001,execution,local_generation_requests,10,requests,observed,No,,"Accepted execution observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","One local request per follow-up turn; zero retries."
MR-FOLLOWUP-NL-LLAMA32-001-03,TR-FOLLOWUP-NL-LLAMA32-001,execution,http_200_responses,10,responses,passed,Yes,Yes,"Execution guard passed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","All ten requests returned HTTP 200."
MR-FOLLOWUP-NL-LLAMA32-001-04,TR-FOLLOWUP-NL-LLAMA32-001,execution,response_parse_errors,0,errors,passed,Yes,Yes,"Execution guard passed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","All responses parsed as JSON objects."
MR-FOLLOWUP-NL-LLAMA32-001-05,TR-FOLLOWUP-NL-LLAMA32-001,follow_up,correct_context_interpretations,10,turns,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Manual review of active-session reference resolution."
MR-FOLLOWUP-NL-LLAMA32-001-06,TR-FOLLOWUP-NL-LLAMA32-001,follow_up,context_continuity_percent,100,percent,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Correctly interpreted turns divided by ten."
MR-FOLLOWUP-NL-LLAMA32-001-07,TR-FOLLOWUP-NL-LLAMA32-001,follow_up,context_continuity_90_percent_criterion,Yes,boolean,passed,Yes,Yes,"Accepted criterion met",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Required at least 90% correct active-session interpretation."
MR-FOLLOWUP-NL-LLAMA32-001-08,TR-FOLLOWUP-NL-LLAMA32-001,grounding,grounded_correct_answers,8,turns,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Correct evidence-faithful answers among ten turns."
MR-FOLLOWUP-NL-LLAMA32-001-09,TR-FOLLOWUP-NL-LLAMA32-001,grounding,grounded_correct_answer_percent,80,percent,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Correct grounded answers divided by ten."
MR-FOLLOWUP-NL-LLAMA32-001-10,TR-FOLLOWUP-NL-LLAMA32-001,grounding,every_turn_grounding_criterion,No,boolean,failed,Yes,No,"Accepted criterion not met",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Every follow-up turn must satisfy grounding and outcome requirements."
MR-FOLLOWUP-NL-LLAMA32-001-11,TR-FOLLOWUP-NL-LLAMA32-001,quality,useful_as_is_or_light_edit,8,turns,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Useful responses under the accepted usefulness categories."
MR-FOLLOWUP-NL-LLAMA32-001-12,TR-FOLLOWUP-NL-LLAMA32-001,quality,useful_as_is_or_light_edit_percent,80,percent,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Useful turns divided by ten."
MR-FOLLOWUP-NL-LLAMA32-001-13,TR-FOLLOWUP-NL-LLAMA32-001,quality,incorrect_substantive_answers,2,answers,failed,Yes,No,"Incorrect substantive answers preserved",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Counts manually confirmed answers that contradicted or misused supplied evidence."
MR-FOLLOWUP-NL-LLAMA32-001-14,TR-FOLLOWUP-NL-LLAMA32-001,quality,zero_incorrect_substantive_answer_guard,No,boolean,failed,Yes,No,"Guard failed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","A grounded academic response must not contradict its sole supplied evidence."
MR-FOLLOWUP-NL-LLAMA32-001-15,TR-FOLLOWUP-NL-LLAMA32-001,safety,critical_rbac_wrong_answers,1,answers,failed,Yes,No,"Critical model-behavior failure preserved",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Counts answers that wrongly grant Student approval authority."
MR-FOLLOWUP-NL-LLAMA32-001-16,TR-FOLLOWUP-NL-LLAMA32-001,quality,unnecessary_clarification_outcomes,0,turns,passed,No,,"No false clarification observed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Clear, supported turns that were incorrectly left unanswered."
MR-FOLLOWUP-NL-LLAMA32-001-17,TR-FOLLOWUP-NL-LLAMA32-001,performance,median_generation_latency_ms,26785.646,milliseconds,observed,No,,"Accepted timing observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Median end-to-end local model request time for ten turns."
MR-FOLLOWUP-NL-LLAMA32-001-18,TR-FOLLOWUP-NL-LLAMA32-001,performance,median_within_15_second_interactive_target,No,boolean,failed,Yes,No,"Interactive timing target not met",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Median exceeded the accepted 15-second interactive target."
MR-FOLLOWUP-NL-LLAMA32-001-19,TR-FOLLOWUP-NL-LLAMA32-001,performance,responses_within_60_seconds,10,responses,observed,No,,"Accepted timing observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Count of ten responses completed within 60 seconds."
MR-FOLLOWUP-NL-LLAMA32-001-20,TR-FOLLOWUP-NL-LLAMA32-001,performance,maximum_generation_latency_ms,43980.204,milliseconds,observed,No,,"Accepted timing observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Maximum local model request time."
MR-FOLLOWUP-NL-LLAMA32-001-21,TR-FOLLOWUP-NL-LLAMA32-001,execution,automatic_retries,0,retries,passed,Yes,Yes,"Execution boundary preserved",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","No automatic retry was performed."
MR-FOLLOWUP-NL-LLAMA32-001-22,TR-FOLLOWUP-NL-LLAMA32-001,execution,retrieval_reruns,0,runs,passed,Yes,Yes,"Evidence boundary preserved",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","Audited expected-evidence-to-chunk mappings were reused without retrieval."
MR-FOLLOWUP-NL-QWEN35-001-01,TR-FOLLOWUP-NL-QWEN35-001,scope,evaluated_followup_turns,10,turns,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Ten accepted Q-FOLLOW cases were evaluated."
MR-FOLLOWUP-NL-QWEN35-001-02,TR-FOLLOWUP-NL-QWEN35-001,execution,local_generation_requests,10,requests,observed,No,,"Accepted execution observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","One local request per follow-up turn; zero retries."
MR-FOLLOWUP-NL-QWEN35-001-03,TR-FOLLOWUP-NL-QWEN35-001,execution,http_200_responses,10,responses,passed,Yes,Yes,"Execution guard passed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","All ten requests returned HTTP 200."
MR-FOLLOWUP-NL-QWEN35-001-04,TR-FOLLOWUP-NL-QWEN35-001,execution,response_parse_errors,0,errors,passed,Yes,Yes,"Execution guard passed",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/run-summary.json,"Project team","All responses parsed as JSON objects."
MR-FOLLOWUP-NL-QWEN35-001-05,TR-FOLLOWUP-NL-QWEN35-001,follow_up,correct_context_interpretations,8,turns,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Manual review of active-session reference resolution."
MR-FOLLOWUP-NL-QWEN35-001-06,TR-FOLLOWUP-NL-QWEN35-001,follow_up,context_continuity_percent,80,percent,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Correctly interpreted turns divided by ten."
MR-FOLLOWUP-NL-QWEN35-001-07,TR-FOLLOWUP-NL-QWEN35-001,follow_up,context_continuity_90_percent_criterion,No,boolean,failed,Yes,No,"Accepted criterion not met",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Required at least 90% correct active-session interpretation."
MR-FOLLOWUP-NL-QWEN35-001-08,TR-FOLLOWUP-NL-QWEN35-001,grounding,grounded_correct_answers,8,turns,observed,No,,"Accepted manual-review observation",.local/ai-feasibility-spike/results/follow-up/FOLLOWUP-NATURAL-LANGUAGE-LOCAL-COMPARISON-001/run-20260811-092539Z/manual-review-v1/review-summary.json,"Project team","Correct evidence-faithful answers among ten turns."
